name	ingrient	url	pic	step	instrouction	comment
Coffee Sour	"{'Coffee liqueur': '2 oz', 'Freshly squeezed lemon juice': '5/6 oz', 'Giffard Sugar Cane Syrup': '1/6 oz', 'Pasteurised egg white': '1/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4914/coffee-sour	https://cdn.diffords.com/contrib/stock-images/2019/12/5df12224ebf42.jpg	SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.	"Just as it says on the tin, a sweet 'n' sour coffee."	null
Coffee Thyme	"{'Cognac VSOP': '1 2/3 oz', 'Espresso coffee (freshly made & hot)': '5/6 oz', 'Fernet Branca': '1/6 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', 'Thyme sprig': '1 fresh'}"	https://www.diffordsguide.com/cocktails/recipe/3767/coffee-thyme	https://cdn.diffords.com/contrib/stock-images/2016/7/00/20169ce8f1bff87f3b8a27ed46660abed374.jpg	SHAKE all ingredients with ice and fine strain into chilled ice.	A cognac based Espresso Martini with herbal hints of Fernet Branca and thyme.	null
Cognac Julep	"{'Mint leaves': '12 fresh', 'Cognac VSOP': '2 1/2 oz', 'Giffard Sugar Cane Syrup': '2/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2916/cognac-julep	https://cdn.diffords.com/contrib/stock-images/2016/7/03/20169cfcfa67a47b0095b7c6abe62f21cc96.jpg	SHAKE all ingredients with ice and fine strain into julep cup half filled with crushed ice. CHURN (stir) the drink with the crushed ice using a bar spoon. Top up the cup with more crushed ice and CHURN again. Repeat this process until the drink fills the cup and serve.	A truly deliciously refreshing cocktail. Woody rancio notes in the cognac are freshened by the mint. Those with a dry palate may want to reduce the sugar a touch.	null
Cola de Mono	"{'Cinnamon stick': '1 inch', 'BarSol Mosto Verde Italia Pisco': '2 oz', 'Espresso coffee (freshly made & hot)': '1 oz', 'Coffee liqueur': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/454/cola-de-mono	https://cdn.diffords.com/contrib/stock-images/2015/12/20/2015fce9b18564700b4e5949c82000323ca0.jpg	"MUDDLE cinnamon stick and pisco in base of shaker. Add other ingredients, SHAKE with ice and fine strain into a chilled glass."	Coffee and cinnamon - a drink to be savoured after diner.	null
Cold Blooded	"{'Rosemary sprig': '1 fresh', 'Grand Marnier or other cognac orange liqueur': '1 1/2 oz', 'Cranberry juice drink': '2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2351/cold-blooded	https://cdn.diffords.com/contrib/stock-images/2016/7/04/201693350a187ad6325d49a5c645898e9d47.jpg	"MUDDLE rosemary in base of shaker. Add other ingredients, SHAKE with ice & fine strain into ice-filled glass."	"Red berry, orange and pine."	null
Cold Comfort	"{'White overproof rum': '2 oz', 'Raw runny honey (preferably orange blossom)': '6 spoon', 'Freshly squeezed lime juice': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/455/cold-comfort	https://cdn.diffords.com/contrib/stock-images/2016/7/05/2016a31a61b2a798be9a09f912d9fa3473d0.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	"Take at the first sign of a cold, and then retreat under your bed covers. Repeat dose regularly while symptoms persist. Warning - do not consume with other forms of medication."	null
Cold Whisky Punch	"{'Lemon peel': '2 slice', ""Dewar's 12 Year Old Scotch whisky"": '2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', 'Chilled water': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3581/cold-whisky-punch	https://cdn.diffords.com/contrib/stock-images/2015/8/26/20152362de3cfe14267c1b1adea9baf7c738.jpg	"SPRAY lemon zest twists into shaker and drop in. Add other ingredients, SHAKE with ice and strain into ice-filled glass."	"A balanced ¡V not sweet, nor sour or strong ¡V refreshing short whisky cocktail."	null
Cold Winter Warmer Sour	"{'Raw runny honey (preferably orange blossom)': '1 spoon', 'Ketel One Citroen vodka': '1 oz', 'Benedictine D.O.M.': '1/2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/585/cold-winter-warmer-sour	https://cdn.diffords.com/contrib/stock-images/2016/7/06/2016953151c0fe84f68ece58ce331edbf955.jpg	"STIR honey with vodka in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and strain back into shaker. DRY SHAKE (without ice) and strain into ice-filled glass."	Flavours reminiscent of a hot toddy but served in a cold sour.	null
Collar & Cuff	"{'Raw runny honey (preferably orange blossom)': '2 spoon', ""Dewar's 12 Year Old Scotch whisky"": '1 oz', ""King's Ginger Liqueur"": '1 oz', 'Freshly squeezed lemon juice': '1 oz', 'Boiling water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/456/collar-and-cuff	https://cdn.diffords.com/contrib/stock-images/2016/7/07/2016ec2678489b0dacf1301110ed448c439d.jpg	"PLACE bar spoon in glass, add ingredients & STIR."	A ginger infused riff on a toddy.	null
Collection Cocktail	"{'Ketel One Vodka': '3/4 oz', 'Ketel One Citroen vodka': '3/4 oz', 'Benedictine D.O.M.': '3/4 oz', 'Giffard Creme de Mure': '3/4 oz', 'Freshly squeezed lime juice': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/457/collection-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/7/10/20167d0cb1a1c4fff61246308db0fe946e37.jpg	SHAKE all ingredients with ice & fine strain into chilled glass.	"Honey, spice and vodka enhanced by blackberries, with a very alcoholic edge."	null
Colleen Bawn	"{'Egg (white & yolk)': '1 fresh', 'Straight bottled-in-bond rye whiskey': '3/4 oz', 'Yellow Chartreuse liqueur': '3/4 oz', 'Benedictine D.O.M.': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3877/colleen-bawn	https://cdn.diffords.com/contrib/stock-images/2016/8/51/2016f76eed8b1215632af97b956b13371f97.jpg	"BEAT egg and pour into shaker. Add other ingredients, SHAKE with ice and strain back into shaker. DRY SHAKE (without ice) and strain into chilled glass."	Egg (white & yolk) is potentially hazardous if used incorrectly.	null
Colletti Royale	"{'Patr?n Reposado tequila': '1 1/2 oz', 'De Kuyper Triple Sec (40%)': '1/2 oz', 'St Germain Elderflower Liqueur': '1/2 oz', 'Blood orange juice': '1/2 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Orange bitters': '2 dash', 'Ros? champagne': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3480/colletti-royale	https://cdn.diffords.com/contrib/stock-images/2015/7/41/2015310fc68c5f9983e7c6570516ebc9a179.jpg	SHAKE first 6 ingredients with ice and strain into ice-filled glass. TOP with Champagne.	Sweet and sour and very fruity - like a good Valentine¡¦s date.	null
Collins	"{'Rutte Old Simon Genever': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/458/collins	https://cdn.diffords.com/contrib/stock-images/2016/7/11/20167182b727ec941a8dd5f7fdc3e7e9cd8a.jpg	"SHAKE first 3 ingredients with ice & strain into ice-filled glass. TOP with soda, stir and serve with straws."	"Some say the John/Tom Collins was originally made with genever. So is this the original or an adaptation on the Tom Collins. We will probably never know, but it tastes great."	null
Colonel Collins	"{'Bourbon whiskey': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/459/colonel-collins	https://cdn.diffords.com/contrib/stock-images/2016/7/12/20164326a9d10ee5e040b3e346638a05df80.jpg	"SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda, stir and serve with straws."	"Sweetened, soured and diluted bourbon."	null
Colonel T	"{'Bourbon whiskey': '2 oz', 'De Kuyper Apricot Brandy': '1 oz', 'Fresh pressed pineapple juice': '2 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/460/colonel-t	https://cdn.diffords.com/contrib/stock-images/2016/7/12/201668f7a729dccad5f9b1a9940c927f61fe.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	"Mellow and long with pineapple, apricot and bourbon."	null
Colonel's Big Opu	"{'Rutte Dry Gin': '1 oz', 'De Kuyper Triple Sec (40%)': '1 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Brut Champagne': 'Top up with', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/586/colonels-big-opu	https://cdn.diffords.com/contrib/stock-images/2016/7/13/20161a3dd60acf0186097d8191aed4af7b6c.jpg	SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with champagne and serve with straws.	"A long, fruity yet dry drink charged with champagne."	null
Colonial Rot	"{'Mint leaves': '7 fresh', 'La Fee Parisienne absinthe': '1/2 oz', 'Ketel One Citroen vodka': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Lemon-lime soda (Sprite/&-Up)': 'Top up with', 'Thomas Henry Soda Water': 'Splash'}"	https://www.diffordsguide.com/cocktails/recipe/461/colonial-rot	https://cdn.diffords.com/contrib/stock-images/2016/7/13/2016beff9bce47360387a4940d4dd4e6c42e.jpg	"Lightly MUDDLE mint in base of shaker just enough to bruise. Add next 4 ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with half soda and half lemonade."	Long and green with more than a touch of the green fairy.	null
Colony	"{'Rutte Dry Gin': '1 1/2 oz', 'Freshly squeezed pink grapefruit juice': '3/4 oz', 'Luxardo Maraschino liqueur': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2352/colony	https://cdn.diffords.com/contrib/stock-images/2016/7/14/2016c66676ceeffe44a57f1c0cf4d1d02072.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Grapefruit and maraschino balance each other in this gin-based classic.	null
Colorado Bulldog	"{'Ketel One Vodka': '1 1/2 oz', 'Coffee liqueur': '3/4 oz', 'Single cream / half-and-half': '3/4 oz', 'Coca-Cola': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/462/colorado-bulldog	https://cdn.diffords.com/contrib/stock-images/2016/7/15/2016d93bb79d49d971e19ce1a616cbb9e3c7.jpg	SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with cola.	This dog's bite is hidden by cream.	null
Columbus Daiquiri	"{'Havana Club 3 Year Old rum': '1 oz', 'De Kuyper Apricot Brandy': '1 oz', 'Freshly squeezed lime juice': '1 oz', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/587/columbus-daiquiri	https://cdn.diffords.com/contrib/stock-images/2016/7/16/2016d96380190346f2dfbb77ad9af340d6c4.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"A tangy, apricot flavoured Daiquiri."	null
Combustible Edison	"{'Italian red bitter liqueur': '3/4 oz', 'Freshly squeezed lemon juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', 'Cognac VSOP': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4859/combustible-edison	https://cdn.diffords.com/contrib/stock-images/2019/09/5d8229067de2c.jpg	STIR first 3 ingredients with ice and strain into chilled glass. Warm cognac in a metal ladle and ignite before pouring (from a height) as a flaming stream into the glass already containing other ingredients. PLEASE EXERCISE CAUTION!	"The variation, the non-combusted merely ""Edison"" or ""The Edisonian"", which calls for all the ingredients (inc. brandy) to be stirred together with ice, is a bitter drink but lacks the theatre. Opt for showmanship or discernment ¡V your call. Whichever, this bittersweet cocktail is suited to the aperitif moment."	"[['Wonderful cocktail, even without the showmanship. Should make an entry for regular Edison (now only a couple of bars show up in the resultsbar)']]"
Comet Cocktail	"{'Cognac VSOP': '1 1/2 oz', 'De Kuyper Triple Sec (40%)': '1/4 oz', 'Drambuie liqueur': '1/4 oz', 'Freshly squeezed pink grapefruit juice': '1 oz', 'Angostura or other aromatic bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2917/comet-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/7/16/2016c541de1d7db4142a58e9fbc7ebd4a8d4.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"This riff on the Sidecar is lighter, less tart, and altogether more approachable than the original, but some may find it lacks the original¡¦s cleansing zesty bite."	null
Coming Of Age	"{""Jack Daniel's Tennessee whiskey"": '1 2/3 oz', 'Italian red bitter liqueur': '2/3 oz', 'Giffard Banane du Br?sil': '1/2 oz', 'Coconut sugar syrup': '1/6 oz', '*Special ingredient #1 (see above)': '3 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4337/coming-of-age	https://cdn.diffords.com/contrib/stock-images/2017/11/40/2017176f4afd6ec7519d27a0a7ba1954a373.jpg	"STIR all ingredients with ice and strain into ice-filled glass (chuck of block ice). Special ingredient #1: Toasted coconut husk tincture"		null
Commodore No.1	"{'Havana Club 3 Year Old rum': '2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', 'Giffard Grenadine Syrup': '1/6 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/589/commodore-no1	https://cdn.diffords.com/contrib/stock-images/2016/7/17/20168e0c7323e40274ceaf6e9bc901306953.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"A smooth, sweet Daiquiri with flavoursome rum."	null
Commodore No.2	"{'Bourbon whiskey': '5/6 oz', 'Dutch White Cr?me de Cacao': '5/6 oz', 'Freshly squeezed lemon juice': '5/6 oz', 'Giffard Grenadine Syrup': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/590/commodore-no2	https://cdn.diffords.com/contrib/stock-images/2016/7/18/20167afd0dae8ed8e68164babb5a965f5590.jpg	SHAKE all ingredients with ice and fine strain into glass filled with crushed ice.	Lemon juice balances this bourbon and cr?me de cacco-based red-coloured cocktail that is perhaps best served as an after-dinner cocktail.	[['Really delicious cocktail. I liked the combination of bourbon with grenadine. Cacao liqueur also suits well']]
Companion	"{'Black pepper': '1 pinch', 'Bacardi Carta Blanca light rum': '1 2/3 oz', 'Martini Extra Dry vermouth': '1/3 oz', 'Pear pur?e': '2 spoon', 'Raw runny honey (preferably orange blossom)': '1/2 oz', 'Freshly squeezed lemon juice': '2/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3905/companion	https://cdn.diffords.com/contrib/stock-images/2016/10/01/201608293fa742814717f8efe0a952efc3f3.jpg	"MUDDLE peppercorns in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	"""In the last 3 years I have lived and tended bar in 8 different countries. My first port of call when the wheels touch the runway is to head straight to a bar - our place to meet old friends and make new ones - and even on the most distant islands you can always find a bottle of Bacard? on the back bar. My drink is an ode to all the extended family of bartenders and guests that have been my companions on this journey. Each ingredient in Companion is inspired by the story of fellow writer and traveler Ernest Hemmingway; his love for Bacard? rivaled his love for words and women. During his life he lived in France (pear and vermouth), Spain (lemon), Africa (black pepper and honey) and Cuba (Bacard?) with a different wife in each place. They were his travel companions, his drinking partners and his inspiration for writing. With a Companion, youll never drink alone."" We say: Rum and pear with honey balancing lemon sourness. Vermouth (Anyas original recipe calls for Noilly Prat dry vermouth) adds complexity and plays an important role."	null
Conan Doyle	"{'Island single malt Scotch whisky': '2 oz', 'Falernum liqueur': '1/4 oz', 'Whiskey barrel aged bitters': '3 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3081/conan-doyle	https://cdn.diffords.com/contrib/stock-images/2016/7/27/20163db929e4254f5c3ff0e7230e77b86a60.jpg	STIR all ingredients with ice and strain into ice-filled glass.	A literary riff on a Corn'n'Oil - elementary but tasty.	null
Concealed Weapon	"{'La Fee Parisienne absinthe': '1 oz', 'Giffard Framboise de Ronce (black raspberry liqueur)': '1 oz', 'Freshly squeezed lemon juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Angostura or other aromatic bitters': '1 dash', ""Peychaud's or other Creole-style bitters"": '1 dash', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/591/concealed-weapon	https://cdn.diffords.com/contrib/stock-images/2016/7/29/2016a26492d6ce2fc41681ab326b203abea7.jpg	SHAKE all ingredients with ice and strain into ice-chilled glass.	Absinthe is the 'weapon' in this full-on short berry drink.	null
Congo Blue	"{'Bison grass vodka': '1 1/4 oz', 'Green melon liqueur': '1/2 oz', 'Giffard Creme de Mure': '1/2 oz', 'Pressed apple juice': '1 oz', 'Freshly squeezed lemon juice': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/463/congo-blue	https://cdn.diffords.com/contrib/stock-images/2016/7/30/20164ebdbf4d4e218ba8a63ee5b0b7171b58.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Flavoursome and sweet.	null
Continental Sour	"{'Bourbon whiskey': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Sugar Cane Syrup': '1?2 fresh', 'Angostura or other aromatic bitters': '1 dash', 'Pasteurised egg white': '1/2 oz', 'Tawny port (10 year old)': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2918/continental-sour	https://cdn.diffords.com/contrib/stock-images/2016/7/31/2016de92148fd03cf3222a6b3920174db39e.jpg	SHAKE first five ingredients with ice and fine strain into ice-filled glass. Finish with port float.	A Whiskey Sour made 'continental' by the addition of a splash of port.	null
Cool Martini	"{'Green melon liqueur': '1 1/2 oz', 'Patr?n Reposado tequila': '1 oz', 'Cranberry juice drink': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/464/cool-martini	https://cdn.diffords.com/contrib/stock-images/2016/7/32/2016e7ebb61856d0156bbeeae06b697ed5b1.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"Tastes nothing like the ingredients - which include melon, tequila and cranberry juice. Try it and see if you taste toffee."	null
Cool Orchard	"{'Fresh root ginger (thumbnail sized)': '2 slice', 'Havana Club 7yo rum': '1 1/2 oz', 'Ginger sugar syrup': '1/2 oz', 'Giffard Orgeat Syrup': '1/4 oz', 'Fresh pressed pineapple juice': '1 oz', 'Freshly squeezed lime juice': '1/4 oz', 'Giffard Vanille de Madagascar': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/465/cool-orchard	https://cdn.diffords.com/contrib/stock-images/2016/7/32/2016d5dd43de4313f56197bfce84e94aa0d2.jpg	"MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass."	An unusual line up of ingredients combine to make a great drink.	null
Cool Smoke	"{""Jack Daniel's Tennessee whiskey"": '1 1/3 oz', 'Martini Riserva Speciale Ambrato (smoked)': '1/2 oz', '*Special ingredient #1 (see above)': '5/6 oz', '*Special ingredient #2 (see above)': '1 dash', ""Peychaud's or other Creole-style bitters"": '1 dash', 'Pasteurised egg white': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4331/cool-smoke	https://cdn.diffords.com/contrib/stock-images/2017/11/20/20175762356f27ae0ca6fbeefc6aa55c4ec4.jpg	"SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled coupe. Special ingredient #1: Cucumber skin cordialSpecial ingredient #2: Pickling liquor"	"Created in November 2017 by Jo Last at The Domino Club, Leeds, UK, for Jack Daniel¡¦s Tennessee Calling II."	null
Coolman Cocktail	"{'Ketel One Vodka': '1 3/4 oz', 'De Kuyper Triple Sec (40%)': '1/2 oz', 'Pressed apple juice': '2 oz', 'Freshly squeezed lemon juice': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/466/coolman-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/7/36/2016d59ab1db6b2e5e2b1fae3b2e699c77a6.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Fragrant and complex. Integrated hints of apple and orange are laced with grassy vodka.	null
Cooperstown	"{'Mint leaves': '8 fresh', 'Rutte Dry Gin': '2 1/2 oz', 'Martini Extra Dry vermouth': '1/4 oz', 'Martini Rosso sweet vermouth': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2353/cooperstown	https://cdn.diffords.com/contrib/stock-images/2016/7/36/2016d1fa0ae58d2c28d7161299a82e77d122.jpg	STIR all ingredients (including mint) with ice and fine strain into chilled glass.	A minty Perfect Martini which is made more widely appreciable by the addition of half a barspoon of sugar syrup.	null
Copenhagen Cocktail	"{'Rutte Old Simon Genever': '1 2/3 oz', 'Cherry Heering Liqueur': '2/3 oz', 'Freshly squeezed lime juice': '2/3 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', 'Angostura or other aromatic bitters': '1 dash', 'Chilled water (omit if using wet ice)': '2/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3579/copenhagen-cocktail	https://cdn.diffords.com/contrib/stock-images/2015/9/54/20151397256bb08ff5750a34cb009d4b4c30.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"Bready notes in the genever combine with the cherry brandy and the lime juice to produce a complex bittersweet, jammy cocktail."	null
Copper Illusion	"{'Rutte Dry Gin': '1 1/2 oz', 'De Kuyper Triple Sec (40%)': '3/4 oz', 'Italian red bitter liqueur': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/467/copper-illusion	https://cdn.diffords.com/contrib/stock-images/2016/7/39/20169401ca2806151f8484d80c277570e272.jpg	STIR all ingredients with ice and strain into ice-filled glass.	Basically a Negroni with liqueur replacing sweet vermouth. Like the Italian classic this is both bitter and sweet.	null
Coquetail Au Vanilla	"{'Bacardi Carta Blanca light rum (infused with vanilla)': '2 oz', 'Falernum liqueur': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/592/coquetail-au-vanilla	https://cdn.diffords.com/contrib/stock-images/2016/7/40/2016c81d9cc77569f8ae70e22b25fee9e225.jpg	SHAKE all ingredients with ice and strain into glass filled with crushed ice. Serve with straws.	This drink may look fluffy and sweet but it's dry and lightly spiced. Perfect for a sunny afternoon.	null
Cordial Inviter	"{'Cognac VSOP': '1 1/2 oz', 'Giffard Creme de Peche de Vigne': '2/3 oz', 'Martini Extra Dry vermouth': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3735/cordial-inviter	https://cdn.diffords.com/contrib/stock-images/2016/5/39/20160ad078aa1d3c4b553c0302a220059ad3.jpg	STIR all ingredients with ice and strain into chilled glass.	Peach liqueur adds subtle orchard fruit notes to cognac with dry vermouth balancing and added complex wine and botanical complexity.	null
Cordless Screwdriver	"{'Ketel One Oranje Vodka': '1 oz', 'Brut Champagne': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/468/cordless-screwdriver	https://cdn.diffords.com/contrib/stock-images/2016/7/41/2016954c93a5e547842a760553833a87f8df.jpg	POUR vodka and champagne into glass and serve. Instruct drinker to down in one and then bite into the orange wedge.	A slammer style drink for those looking for a fruity alternative to tequila.	null
Corleone	"{'Seedless white grapes': '5 fresh', 'Rutte Dry Gin': '1 1/2 oz', 'Bepi Tosolini Grappa di Moscato': '1/2 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/3 oz', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4684/corleone	https://cdn.diffords.com/contrib/stock-images/2019/02/5c66bf74224dc.jpg	"MUDDLE grapes in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	"Aromatic, floral and surprisingly dry with pleasing grape fruitiness and botanical complexity."	null
Corn'n'Oil Cocktail	"{'Havana Club 3 Year Old rum': '2 oz', 'Falernum liqueur': '1/2 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3029/cornnoil-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/1/43/2016497fde5545671b726129442b1d15f94d.jpg	STIR all ingredients with ice and strain into-filled glass.	Corning Oil	null
Cornwall Negroni	"{'Rutte Dry Gin': '2 oz', 'Italian red bitter liqueur': '1/2 oz', 'Carpano Punt E Mes': '1/2 oz', 'Martini Rosso sweet vermouth': '1/2 oz', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2356/cornwall-negroni	https://cdn.diffords.com/contrib/stock-images/2016/7/43/201607e5efbdb6ad6f5ea404afaf13012542.jpg	STIR all ingredients with ice and strain into chilled glass.	"A Negroni-style cocktail served up. Heavy on the gin and relatively light on Campari and vermouth. It's a formula that works but like us, you may prefer yours served on the rocks."	null
Coronation	"{'Fino sherry': '1 oz', 'Sauvignon blanc white wine': '2 oz', 'Luxardo Maraschino liqueur': '1/4 oz', 'Martini Extra Dry vermouth': '1 oz', 'Angostura or other aromatic bitters': '2 dash', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/469/coronation	https://cdn.diffords.com/contrib/stock-images/2016/7/45/20160889cafc876c1a71944e4fb524d45130.jpg	STIR first 5 ingredients with ice and strain into ice-filled glass. TOP with soda and stir.	Light and aromatic.	null
Coronation Cocktail No.1	"{'Fino sherry': '1 1/2 oz', 'Martini Extra Dry vermouth': '1 1/2 oz', 'Luxardo Maraschino liqueur': '1/6 oz', 'Orange bitters': '2 dash', 'Giffard Sugar Cane Syrup (optional)': '1/24 oz'}"	https://www.diffordsguide.com/cocktails/recipe/470/coronation-cocktail-no1	https://cdn.diffords.com/contrib/stock-images/2016/7/45/2016d3f2f6015bc39f9b3c604fc37531971f.jpg	STIR all ingredients with ice and strain into chilled glass.	Orange zest twist	null
Corpse Reviver No.0824	"{'Liquore Strega': '1 2/3 oz', 'Cocchi Americano Bianco': '5/6 oz', 'Freshly squeezed lemon juice': '1 oz', 'Angostura or other aromatic bitters': '3 dash', 'Egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4583/corpse-reviver-no0824	https://cdn.diffords.com/contrib/stock-images/2018/09/5b9b9c3c54384.jpg	SHAKE all ingredients with ice and strain into chilled glass.	Egg white is potentially hazardous if used incorrectly.	null
Corpse Reviver No.1 (Gilberg's recipe)	"{'Calvados brandy': '1 oz', 'Cognac VSOP': '1 oz', 'Martini Rosso sweet vermouth': '1 oz', 'La Fee Parisienne absinthe': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2354/corpse-reviver-no1-gilbergs-recipe	https://cdn.diffords.com/contrib/stock-images/2016/7/50/201613069067883fb2187d6147ec63d00804.jpg	STIR all ingredients with ice and strain into chilled glass.	"Boozy, complex and delicious with attractive apple notes and faint anise absinthe influences."	null
Corpse Reviver No.1 (Savoy recipe)	"{'Cognac VSOP': '1 1/2 oz', 'Calvados brandy': '3/4 oz', 'Martini Rosso sweet vermouth': '3/4 oz', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/471/corpse-reviver-no1-savoy-recipe	https://cdn.diffords.com/contrib/stock-images/2016/7/49/20169b0a63f98bd16478a1343e022eed1d96.jpg	STIR ingredients with ice and strain into chilled glass.	Dry and potent. A 'pick-me-up' hangover cure - or possibly put-you-right-back-down-again!	null
